CustomerID,Age,Gender,Category,ItemPurchased, Amount ,Season,PaymentMethod,ItemRating,DiscountApplied(%),PreviousPurchases,Age group
304,54,Female,Womens Clothing,Top, $145.16 ,Summer,Card,3.1,14,7,51-70
305,25,Female,Accessories,Wallet, $102.26 ,Autumn,Card,4.2,16,3,20-35
306,23,Male,Electronics,Headphones," $1,364.52 ",Spring,Card,4.6,24,7,20-35
307,52,Female,Groceries,Rice Pack, $18.59 ,Spring,Cash on Delivery,2.5,10,5,51-70
308,61,Male,Mens Clothing,Jacket, $166.84 ,Summer,Card,5,9,2,51-70
309,30,Male,Mens Clothing,Shirt, $81.78 ,Summer,Card,2.4,11,3,20-35
310,45,Female,Sports,Dumbbells, $80.77 ,Summer,Card,4.6,11,3,36-50
311,46,Male,Footwear,Sandals, $118.69 ,Summer,Card,2.7,10,5,36-50
312,35,Female,Beauty,Skincare Kit, $77.47 ,Summer,Card,4.3,8,4,20-35
313,48,Female,Accessories,Wallet, $85.35 ,Spring,Card,4.3,4,2,36-50
314,48,Female,Footwear,Sandals, $102.43 ,Spring,Card,3.6,24,7,36-50
315,30,Male,Groceries,Beverages, $11.09 ,Autumn,Cash on Delivery,2.8,23,9,20-35
316,43,Male,Sports,Yoga Mat, $30.29 ,Summer,Cash on Delivery,2.4,16,3,36-50
317,69,Female,Groceries,Snacks, $79.40 ,Winter,Card,3.4,15,5,51-70
318,22,Female,Sports,Football, $237.38 ,Spring,Card,3.4,7,1,20-35
319,39,Female,Groceries,Cooking Oil, $56.93 ,Summer,Card,4.4,8,4,36-50
320,60,Female,Womens Clothing,Dress, $187.91 ,Spring,Card,3.8,4,2,51-70
321,67,Female,Womens Clothing,Dress, $144.38 ,Spring,Card,3.4,24,7,51-70
322,56,Female,Home,Curtains, $139.78 ,Spring,Card,3.9,19,7,51-70
323,22,Male,Sports,Dumbbells, $232.96 ,Summer,Card,4.1,6,3,20-35
324,65,Female,Beauty,Skincare Kit, $79.89 ,Autumn,Card,5,24,7,51-70
325,38,Female,Sports,Football, $240.47 ,Autumn,Card,3.4,8,4,36-50
326,42,Female,Sports,Yoga Mat, $124.92 ,Autumn,Card,2.2,21,8,36-50
327,48,Female,Sports,Dumbbells, $174.99 ,Winter,Card,4.4,18,4,36-50
328,32,Female,Footwear,Sandals, $169.59 ,Summer,Card,4.8,13,4,20-35
329,62,Male,Sports,Dumbbells, $212.29 ,Spring,Card,5,11,3,51-70
330,57,Male,Electronics,Headphones," $2,524.81 ",Autumn,Card,3.8,17,6,51-70
331,62,Male,Mens Clothing,Shirt, $83.68 ,Spring,Cash on Delivery,2.9,10,5,51-70
332,60,Male,Mens Clothing,T-Shirt, $128.55 ,Spring,Card,4.6,18,4,51-70
333,47,Male,Home,Curtains, $284.08 ,Autumn,Card,3.3,16,3,36-50
334,57,Female,Womens Clothing,Skirt, $140.29 ,Autumn,Card,5,12,6,51-70
335,53,Female,Accessories,Wallet, $29.37 ,Autumn,Cash on Delivery,3.2,24,7,51-70
336,48,Female,Accessories,Sunglasses, $79.45 ,Spring,Card,4,15,5,36-50
337,63,Female,Womens Clothing,Top, $77.10 ,Winter,Cash on Delivery,2.1,17,6,51-70
338,49,Male,Mens Clothing,Shirt, $163.61 ,Winter,Card,2.9,6,3,36-50
339,62,Female,Womens Clothing,Jeans, $34.10 ,Autumn,Card,2.8,9,2,51-70
340,50,Female,Accessories,Wallet, $62.32 ,Winter,Card,3.5,18,4,36-50
341,35,Male,Sports,Dumbbells, $165.77 ,Summer,Card,3.3,14,2,20-35
342,29,Male,Footwear,Sandals, $132.79 ,Summer,Card,4.4,14,2,20-35
343,25,Female,Beauty,Skincare Kit, $82.83 ,Autumn,Card,4.4,8,4,20-35
344,28,Female,Beauty,Skincare Kit, $139.28 ,Autumn,Card,5,21,8,20-35
345,44,Male,Mens Clothing,T-Shirt, $145.69 ,Spring,Card,3.4,6,3,36-50
346,47,Female,Accessories,Handbag, $28.87 ,Autumn,Cash on Delivery,3,10,5,36-50
347,22,Female,Footwear,Sandals, $122.56 ,Winter,Card,4.1,14,2,20-35
348,69,Male,Footwear,Sneakers, $98.93 ,Summer,Card,3,24,7,51-70
349,41,Male,Sports,Yoga Mat, $207.36 ,Spring,Card,3.9,13,4,36-50
350,54,Female,Beauty,Makeup Set, $87.55 ,Spring,Card,3.6,18,4,51-70
351,40,Female,Beauty,Skincare Kit, $47.08 ,Winter,Card,3,12,6,36-50
352,63,Female,Sports,Dumbbells, $104.84 ,Spring,Card,4.3,18,9,51-70
353,47,Male,Mens Clothing,Shirt, $84.24 ,Autumn,Cash on Delivery,3.1,13,4,36-50
354,68,Female,Beauty,Perfume, $136.55 ,Summer,Card,3.6,7,1,51-70
355,53,Male,Electronics,Headphones," $2,520.99 ",Winter,Card,3.1,18,4,51-70
356,25,Male,Sports,Football, $43.35 ,Summer,Card,2.2,6,3,20-35
357,34,Female,Beauty,Skincare Kit, $123.83 ,Spring,Card,5,4,2,20-35
358,66,Female,Footwear,Formal Shoes, $194.54 ,Spring,Card,2.6,6,3,51-70
359,30,Male,Mens Clothing,Shirt, $65.61 ,Summer,Card,3.3,16,3,20-35
360,59,Female,Accessories,Handbag, $68.54 ,Spring,Card,2.7,21,8,51-70
361,22,Female,Sports,Yoga Mat, $95.48 ,Winter,Cash on Delivery,4.1,9,2,20-35
362,23,Male,Footwear,Sandals, $217.69 ,Spring,Card,3.4,18,4,20-35
363,59,Male,Sports,Dumbbells, $221.98 ,Summer,Card,3,16,8,51-70
364,70,Female,Accessories,Sunglasses, $157.83 ,Summer,Card,4.5,24,7,51-70
365,28,Male,Footwear,Formal Shoes, $92.99 ,Winter,Card,3.8,16,3,20-35
366,30,Female,Womens Clothing,Skirt, $152.47 ,Autumn,Card,4,24,7,20-35
367,50,Male,Sports,Dumbbells, $162.70 ,Summer,Card,2.8,11,3,36-50
368,66,Male,Sports,Football, $56.33 ,Spring,Cash on Delivery,4.1,2,1,51-70
369,34,Female,Beauty,Makeup Set, $41.77 ,Winter,Cash on Delivery,3.5,4,2,20-35
370,49,Male,Electronics,Laptop," $2,544.06 ",Summer,Card,3.6,10,5,36-50
371,53,Female,Accessories,Handbag, $89.64 ,Spring,Cash on Delivery,4.1,6,3,51-70
372,53,Male,Footwear,Formal Shoes, $224.00 ,Autumn,Card,5,20,5,51-70
373,52,Female,Accessories,Wallet, $37.28 ,Winter,Card,3.3,13,4,51-70
374,61,Male,Footwear,Formal Shoes, $42.08 ,Spring,Cash on Delivery,2.5,20,10,51-70
375,28,Male,Mens Clothing,Jacket, $50.72 ,Summer,Cash on Delivery,2.6,4,2,20-35
376,54,Female,Womens Clothing,Skirt, $183.90 ,Spring,Card,4,18,4,51-70
377,36,Female,Beauty,Perfume, $121.81 ,Winter,Card,3.8,16,3,36-50
378,35,Female,Womens Clothing,Jeans, $66.09 ,Summer,Card,2.9,16,3,20-35
379,63,Male,Footwear,Formal Shoes, $119.18 ,Spring,Card,4.5,8,4,51-70
380,51,Male,Mens Clothing,Jacket, $123.00 ,Winter,Card,3.6,11,3,51-70
381,26,Male,Mens Clothing,Shirt, $37.33 ,Spring,Card,3.6,20,5,20-35
382,54,Male,Electronics,Mobile Phone," $1,625.71 ",Spring,Card,5,26,13,51-70
383,70,Male,Footwear,Sneakers, $150.48 ,Spring,Card,4.6,12,6,51-70
384,45,Male,Electronics,Laptop," $1,400.99 ",Winter,Card,2.8,6,3,36-50
385,43,Male,Sports,Football, $80.25 ,Winter,Card,3.9,17,6,36-50
386,37,Female,Groceries,Rice Pack, $29.59 ,Summer,Card,4.7,24,7,36-50
387,47,Male,Mens Clothing,T-Shirt, $112.86 ,Winter,Card,4.6,14,7,36-50
388,45,Male,Sports,Football, $160.31 ,Winter,Card,3,6,3,36-50
389,44,Female,Home,Lamp, $155.34 ,Winter,Card,4.5,13,4,36-50
390,39,Male,Groceries,Cooking Oil, $76.79 ,Winter,Cash on Delivery,3.3,19,7,36-50
391,42,Male,Electronics,Mobile Phone, $845.92 ,Autumn,Card,2.9,25,10,36-50
392,26,Female,Womens Clothing,Jeans, $177.84 ,Winter,Card,4.5,13,4,20-35
393,42,Male,Footwear,Sandals, $81.26 ,Summer,Card,4.1,14,2,36-50
394,33,Male,Sports,Yoga Mat, $143.71 ,Summer,Card,3.9,11,3,20-35
395,70,Male,Sports,Yoga Mat, $62.41 ,Summer,Cash on Delivery,3.7,28,9,51-70
396,55,Female,Footwear,Sneakers, $120.97 ,Summer,Card,2.9,20,5,51-70
397,28,Male,Mens Clothing,Jeans, $176.62 ,Spring,Card,3.7,16,3,20-35
398,27,Male,Electronics,Laptop," $1,091.52 ",Summer,Card,4.9,11,3,20-35
399,29,Female,Womens Clothing,Jeans, $196.80 ,Summer,Card,3.7,26,8,20-35
400,70,Female,Womens Clothing,Top, $89.53 ,Spring,Cash on Delivery,3.8,16,8,51-70
401,38,Female,Accessories,Wallet, $141.24 ,Spring,Card,3.9,11,3,36-50
402,32,Male,Mens Clothing,T-Shirt, $125.07 ,Winter,Card,4.2,9,2,20-35
403,56,Female,Accessories,Handbag, $83.05 ,Autumn,Cash on Delivery,4.1,18,4,51-70
404,32,Male,Home,Kitchen Set, $84.48 ,Winter,Card,4.5,19,7,20-35
405,42,Male,Electronics,Laptop," $1,607.07 ",Autumn,Card,4,21,8,36-50
406,28,Female,Footwear,Formal Shoes, $170.45 ,Spring,Card,3.8,13,4,20-35
407,30,Female,Beauty,Skincare Kit, $47.97 ,Spring,Card,3.7,18,4,20-35
408,31,Female,Womens Clothing,Jeans, $152.00 ,Spring,Card,3.5,24,7,20-35
409,60,Female,Beauty,Perfume, $77.79 ,Autumn,Card,4.7,11,3,51-70
410,46,Female,Womens Clothing,Top, $55.80 ,Summer,Cash on Delivery,3.1,22,6,36-50
411,66,Male,Sports,Dumbbells, $140.76 ,Winter,Card,3.7,26,8,51-70
412,69,Male,Sports,Dumbbells, $31.84 ,Autumn,Cash on Delivery,4,18,4,51-70
413,56,Male,Mens Clothing,Shirt, $175.84 ,Autumn,Card,2.7,16,3,51-70
414,23,Male,Electronics,Headphones," $2,970.31 ",Autumn,Card,3.6,12,6,20-35
415,68,Male,Mens Clothing,Shirt, $43.47 ,Summer,Cash on Delivery,5,7,1,51-70
416,38,Female,Beauty,Makeup Set, $99.24 ,Autumn,Card,3.5,23,9,36-50
417,39,Female,Footwear,Sneakers, $69.99 ,Summer,Card,3,10,5,36-50
418,64,Female,Groceries,Cooking Oil, $27.74 ,Summer,Card,2.3,15,5,51-70
419,26,Female,Home,Kitchen Set, $175.14 ,Winter,Card,4.5,12,1,20-35
420,58,Female,Accessories,Sunglasses, $105.33 ,Autumn,Card,4.5,22,6,51-70
421,33,Male,Electronics,Headphones," $2,028.35 ",Winter,Card,3.6,8,4,20-35
422,54,Female,Beauty,Skincare Kit, $44.38 ,Spring,Cash on Delivery,4.9,16,3,51-70
423,37,Female,Accessories,Wallet, $124.70 ,Spring,Card,4.6,22,6,36-50
424,27,Male,Mens Clothing,Shirt, $117.37 ,Summer,Card,3.7,20,5,20-35
425,67,Female,Accessories,Sunglasses, $81.81 ,Spring,Cash on Delivery,3.8,13,4,51-70
426,34,Female,Beauty,Perfume, $108.57 ,Winter,Card,4.9,13,4,20-35
427,70,Female,Accessories,Wallet, $150.37 ,Autumn,Card,4.5,10,5,51-70
428,21,Female,Groceries,Beverages, $21.02 ,Autumn,Card,2.7,14,7,20-35
429,67,Female,Footwear,Sneakers, $203.32 ,Summer,Card,3.3,10,5,51-70
430,45,Female,Accessories,Sunglasses, $67.03 ,Autumn,Cash on Delivery,3.6,21,8,36-50
431,64,Male,Electronics,Mobile Phone," $1,948.28 ",Summer,Card,4.2,20,5,51-70
432,51,Female,Womens Clothing,Jeans, $108.88 ,Autumn,Card,3.7,15,5,51-70
433,41,Female,Groceries,Rice Pack, $42.47 ,Summer,Cash on Delivery,2.5,10,5,36-50
434,61,Male,Mens Clothing,Jacket, $57.77 ,Summer,Card,3.5,18,4,51-70
435,47,Male,Groceries,Snacks, $28.68 ,Summer,Cash on Delivery,3.8,15,5,36-50
436,38,Male,Mens Clothing,Shirt, $59.00 ,Summer,Card,4.1,12,6,36-50
437,50,Female,Accessories,Sunglasses, $128.95 ,Autumn,Card,4.3,19,7,36-50
438,29,Male,Mens Clothing,T-Shirt, $163.33 ,Autumn,Card,4.7,27,11,20-35
439,24,Female,Footwear,Sneakers, $42.50 ,Summer,Card,3.6,18,9,20-35
440,57,Male,Mens Clothing,Jacket, $34.25 ,Summer,Cash on Delivery,4.3,20,10,51-70
441,42,Male,Sports,Yoga Mat, $36.03 ,Summer,Cash on Delivery,4.4,22,6,36-50
442,48,Male,Mens Clothing,T-Shirt, $78.25 ,Winter,Cash on Delivery,3.3,10,5,36-50
443,22,Female,Womens Clothing,Dress, $162.85 ,Winter,Card,3.7,10,5,20-35
444,64,Female,Accessories,Wallet, $143.93 ,Winter,Card,3.3,4,2,51-70
445,43,Male,Sports,Dumbbells, $170.33 ,Autumn,Card,3.8,20,5,36-50
446,26,Male,Electronics,Smart Watch," $2,141.41 ",Spring,Card,4.8,19,7,20-35
447,55,Male,Sports,Yoga Mat, $140.48 ,Autumn,Card,2.8,12,6,51-70
448,63,Male,Groceries,Cooking Oil, $17.91 ,Autumn,Cash on Delivery,3.3,13,4,51-70
449,65,Female,Accessories,Wallet, $129.87 ,Summer,Card,2.5,10,5,51-70
450,24,Male,Home,Kitchen Set, $77.19 ,Winter,Card,2.3,8,4,20-35
451,69,Female,Womens Clothing,Jeans, $164.53 ,Spring,Card,3.7,19,7,51-70
452,67,Male,Electronics,Smart Watch," $1,534.27 ",Summer,Card,4,8,4,51-70
453,64,Male,Groceries,Cooking Oil, $44.13 ,Summer,Card,3.8,13,4,51-70
454,32,Male,Footwear,Sandals, $99.11 ,Summer,Cash on Delivery,3.8,12,1,20-35
455,21,Female,Womens Clothing,Dress, $105.80 ,Summer,Card,2.6,15,5,20-35
456,45,Male,Electronics,Mobile Phone," $2,490.98 ",Autumn,Card,4.3,17,6,36-50
457,41,Male,Mens Clothing,Jacket, $155.13 ,Autumn,Card,3.2,24,7,36-50
458,69,Female,Footwear,Sneakers, $70.56 ,Winter,Cash on Delivery,5,15,5,51-70
459,24,Male,Mens Clothing,Jacket, $177.39 ,Winter,Card,1.9,20,5,20-35
460,57,Female,Womens Clothing,Top, $106.69 ,Spring,Card,4.1,15,5,51-70
461,41,Female,Accessories,Sunglasses, $121.93 ,Spring,Card,3.5,20,5,36-50
462,44,Male,Mens Clothing,Jeans, $51.29 ,Summer,Card,3.3,6,3,36-50
463,37,Male,Sports,Football, $242.01 ,Autumn,Card,2.8,6,3,36-50
464,43,Male,Footwear,Sandals, $208.11 ,Summer,Card,3.1,6,3,36-50
465,35,Female,Sports,Yoga Mat, $85.49 ,Spring,Card,2.7,12,6,20-35
466,42,Male,Electronics,Headphones," $2,867.88 ",Spring,Card,4.6,21,8,36-50
467,42,Female,Groceries,Snacks, $18.72 ,Spring,Card,3.8,14,7,36-50
468,58,Male,Electronics,Smart Watch," $1,855.04 ",Spring,Card,3.6,13,4,51-70
469,60,Male,Electronics,Headphones," $2,649.85 ",Summer,Card,2.8,13,4,51-70
470,22,Female,Accessories,Handbag, $92.79 ,Spring,Card,4.2,8,4,20-35
471,58,Male,Home,Kitchen Set, $150.83 ,Spring,Card,2.6,7,1,51-70
472,34,Female,Groceries,Cooking Oil, $29.00 ,Summer,Cash on Delivery,4.8,18,4,20-35
473,45,Female,Beauty,Makeup Set, $95.57 ,Winter,Card,2.1,11,3,36-50
474,58,Female,Accessories,Wallet, $155.49 ,Spring,Card,4.3,12,6,51-70
475,39,Male,Home,Lamp, $58.69 ,Summer,Cash on Delivery,3.3,17,6,36-50
476,55,Female,Beauty,Makeup Set, $79.51 ,Spring,Cash on Delivery,2.4,16,3,51-70
477,58,Male,Electronics,Mobile Phone," $2,792.69 ",Autumn,Card,3.7,14,7,51-70
478,55,Female,Groceries,Snacks, $78.24 ,Summer,Cash on Delivery,3.8,19,7,51-70
479,49,Male,Sports,Dumbbells, $213.36 ,Spring,Card,3.2,12,6,36-50
480,39,Male,Mens Clothing,Jeans, $49.04 ,Spring,Cash on Delivery,3.9,19,7,36-50
481,54,Male,Footwear,Sandals, $50.57 ,Autumn,Cash on Delivery,3.5,4,2,51-70
482,51,Female,Beauty,Makeup Set, $78.51 ,Summer,Card,5,10,5,51-70
483,53,Female,Accessories,Handbag, $73.07 ,Spring,Card,3.3,15,5,51-70
484,43,Male,Home,Curtains, $299.96 ,Spring,Card,3.4,5,0,36-50
485,43,Male,Sports,Football, $239.89 ,Summer,Card,3.7,2,1,36-50
486,48,Female,Womens Clothing,Top, $98.38 ,Winter,Cash on Delivery,4.2,14,2,36-50
487,52,Male,Sports,Dumbbells, $152.29 ,Spring,Card,3.2,14,2,51-70
488,69,Female,Womens Clothing,Jeans, $96.34 ,Winter,Card,3.8,26,8,51-70
489,26,Female,Accessories,Wallet, $100.05 ,Summer,Card,3.7,11,3,20-35
490,34,Female,Womens Clothing,Skirt, $96.07 ,Spring,Card,3.1,12,6,20-35
491,30,Female,Womens Clothing,Top, $46.55 ,Summer,Card,4.1,8,4,20-35
492,25,Female,Beauty,Perfume, $86.16 ,Autumn,Cash on Delivery,4.5,6,3,20-35
493,61,Female,Accessories,Sunglasses, $174.31 ,Spring,Card,5,24,7,51-70
494,27,Female,Footwear,Formal Shoes, $150.45 ,Spring,Card,3.7,14,7,20-35
495,40,Male,Sports,Football, $106.00 ,Winter,Card,3.4,18,4,36-50
496,44,Male,Sports,Dumbbells, $119.84 ,Autumn,Card,3.6,9,2,36-50
497,49,Female,Beauty,Perfume, $102.61 ,Autumn,Card,4.6,26,8,36-50
498,45,Female,Womens Clothing,Dress, $82.90 ,Spring,Cash on Delivery,3.9,16,8,36-50
499,31,Male,Sports,Yoga Mat, $72.10 ,Spring,Card,4.3,12,6,20-35
500,51,Male,Footwear,Sneakers, $214.97 ,Autumn,Card,4.1,22,6,51-70
501,27,Male,Electronics,Laptop," $1,871.95 ",Spring,Card,4.3,15,5,20-35
502,50,Female,Accessories,Handbag, $40.10 ,Autumn,Cash on Delivery,3.9,19,7,36-50
503,24,Female,Beauty,Makeup Set, $96.80 ,Spring,Card,4.6,21,8,20-35
504,59,Male,Home,Curtains, $43.39 ,Autumn,Cash on Delivery,5,12,1,51-70
505,26,Female,Accessories,Sunglasses, $26.57 ,Summer,Cash on Delivery,4.4,22,6,20-35
506,57,Female,Womens Clothing,Skirt, $187.19 ,Summer,Card,4.7,16,3,51-70
507,37,Male,Footwear,Sandals, $80.92 ,Autumn,Cash on Delivery,3,14,7,36-50
508,44,Male,Electronics,Laptop," $1,002.94 ",Summer,Card,2.3,14,2,36-50
509,23,Female,Beauty,Perfume, $65.35 ,Summer,Card,2.7,16,3,20-35
510,21,Male,Footwear,Formal Shoes, $87.39 ,Autumn,Card,3.7,6,3,20-35
511,38,Male,Electronics,Laptop," $1,886.55 ",Summer,Card,3.8,16,3,36-50
512,58,Female,Womens Clothing,Top, $166.84 ,Spring,Card,4.6,18,4,51-70
513,37,Female,Beauty,Skincare Kit, $87.84 ,Spring,Card,4.1,7,1,36-50
514,44,Female,Beauty,Makeup Set, $110.61 ,Autumn,Card,3.5,13,4,36-50
515,55,Male,Home,Lamp, $130.03 ,Winter,Card,3.1,14,7,51-70
516,33,Female,Accessories,Sunglasses, $97.26 ,Summer,Card,3.1,10,5,20-35
517,39,Female,Beauty,Makeup Set, $35.18 ,Autumn,Card,4.1,17,6,36-50
518,44,Male,Sports,Dumbbells, $93.78 ,Summer,Cash on Delivery,5,17,6,36-50
519,26,Male,Footwear,Sneakers, $235.26 ,Summer,Card,4.9,13,4,20-35
520,62,Male,Sports,Dumbbells, $136.94 ,Autumn,Card,3.6,15,5,51-70
521,60,Female,Footwear,Formal Shoes, $149.45 ,Winter,Card,3.3,6,3,51-70
522,42,Male,Footwear,Formal Shoes, $122.86 ,Summer,Card,4.7,18,4,36-50
523,32,Female,Footwear,Formal Shoes, $156.61 ,Summer,Card,4.7,22,6,20-35
524,29,Male,Sports,Dumbbells, $88.80 ,Autumn,Card,3.1,22,6,20-35
525,46,Male,Mens Clothing,Shirt, $165.74 ,Autumn,Card,4.2,6,3,36-50
526,61,Male,Home,Kitchen Set, $220.45 ,Spring,Card,3.2,17,6,51-70
527,27,Male,Mens Clothing,Jeans, $110.60 ,Autumn,Card,3.6,10,0,20-35
528,56,Female,Beauty,Makeup Set, $135.51 ,Summer,Card,4.4,26,8,51-70
529,54,Male,Mens Clothing,Jeans, $118.11 ,Spring,Card,3.2,13,4,51-70
530,56,Male,Mens Clothing,Shirt, $125.17 ,Autumn,Card,3.6,22,6,51-70
531,57,Female,Sports,Yoga Mat, $157.33 ,Summer,Card,3.9,13,4,51-70
532,29,Female,Groceries,Rice Pack, $56.63 ,Spring,Card,4.5,13,4,20-35
533,30,Female,Accessories,Handbag, $89.32 ,Winter,Cash on Delivery,4.5,12,6,20-35
534,20,Female,Womens Clothing,Dress, $131.59 ,Autumn,Card,4.2,17,6,20-35
535,31,Male,Sports,Yoga Mat, $45.03 ,Spring,Cash on Delivery,4.9,12,6,20-35
536,49,Male,Footwear,Formal Shoes, $105.07 ,Summer,Card,4.2,14,7,36-50
537,35,Female,Accessories,Sunglasses, $31.51 ,Summer,Card,3.2,15,5,20-35
538,60,Male,Sports,Yoga Mat, $98.94 ,Spring,Card,3.4,10,5,51-70
539,23,Male,Footwear,Sandals, $236.70 ,Spring,Card,4.5,17,6,20-35
540,59,Female,Womens Clothing,Top, $111.87 ,Winter,Card,3.9,21,8,51-70
541,31,Male,Sports,Football, $90.67 ,Autumn,Cash on Delivery,5,12,6,20-35
542,28,Male,Mens Clothing,Jeans, $141.19 ,Winter,Card,4,4,2,20-35
543,32,Female,Womens Clothing,Top, $158.72 ,Spring,Card,4.9,16,3,20-35
544,32,Female,Footwear,Formal Shoes, $91.02 ,Winter,Card,4.1,17,6,20-35
545,70,Female,Accessories,Sunglasses, $159.31 ,Autumn,Card,4.5,17,6,51-70
546,30,Male,Electronics,Smart Watch," $2,428.11 ",Spring,Card,3.9,4,2,20-35
547,28,Female,Beauty,Perfume, $25.24 ,Winter,Card,3.7,21,8,20-35
548,46,Male,Groceries,Rice Pack, $62.51 ,Winter,Cash on Delivery,4.2,11,3,36-50
549,22,Male,Footwear,Formal Shoes, $80.22 ,Summer,Card,4.6,8,4,20-35
550,28,Male,Electronics,Headphones, $600.17 ,Winter,Card,3.8,10,5,20-35
551,63,Male,Mens Clothing,Jeans, $106.27 ,Summer,Card,3.5,14,7,51-70
552,27,Male,Footwear,Sandals, $141.60 ,Winter,Card,4.1,19,7,20-35
553,43,Male,Footwear,Formal Shoes, $90.88 ,Winter,Cash on Delivery,3.3,14,2,36-50
554,20,Female,Footwear,Sneakers, $156.91 ,Summer,Card,4.1,22,6,20-35
555,41,Male,Sports,Football, $232.73 ,Winter,Card,3.7,15,5,36-50
556,29,Female,Accessories,Wallet, $53.93 ,Summer,Card,2.5,18,4,20-35
557,61,Male,Footwear,Sneakers, $65.72 ,Summer,Cash on Delivery,2.8,8,4,51-70
558,69,Female,Womens Clothing,Skirt, $159.87 ,Winter,Card,3.6,10,0,51-70
559,64,Male,Electronics,Laptop," $2,435.63 ",Winter,Card,3.3,18,4,51-70
560,40,Male,Footwear,Sneakers, $90.24 ,Spring,Cash on Delivery,4.3,17,6,36-50
561,37,Female,Accessories,Handbag, $117.76 ,Spring,Card,3.5,12,6,36-50
562,64,Female,Womens Clothing,Jeans, $97.62 ,Summer,Card,3.8,8,4,51-70
563,66,Female,Beauty,Makeup Set, $98.66 ,Autumn,Card,2.7,22,6,51-70
564,66,Female,Womens Clothing,Top, $185.56 ,Spring,Card,3.7,21,8,51-70
565,60,Female,Groceries,Rice Pack, $12.59 ,Spring,Card,3.4,12,1,51-70
566,41,Female,Beauty,Makeup Set, $34.30 ,Autumn,Card,3.3,4,2,36-50
567,29,Male,Sports,Football, $162.96 ,Summer,Card,3.9,19,7,20-35
568,45,Male,Electronics,Laptop," $2,785.85 ",Spring,Card,3.4,18,4,36-50
569,67,Male,Footwear,Sandals, $79.99 ,Spring,Card,3.5,12,1,51-70
570,24,Female,Womens Clothing,Jeans, $33.98 ,Spring,Card,2.1,15,5,20-35
571,32,Male,Electronics,Headphones," $2,562.09 ",Winter,Card,3.7,14,7,20-35
572,69,Female,Beauty,Makeup Set, $55.71 ,Spring,Card,2.9,15,5,51-70
573,61,Male,Footwear,Sandals, $41.13 ,Summer,Cash on Delivery,5,17,6,51-70
574,46,Female,Womens Clothing,Skirt, $62.15 ,Summer,Cash on Delivery,3.8,22,6,36-50
575,44,Male,Home,Curtains, $124.45 ,Summer,Card,5,9,2,36-50
576,46,Male,Footwear,Sneakers, $75.37 ,Winter,Card,3.7,20,10,36-50
577,30,Male,Sports,Yoga Mat, $141.81 ,Winter,Card,4.9,13,4,20-35
578,38,Male,Mens Clothing,Jeans, $173.03 ,Autumn,Card,2.6,13,4,36-50
579,26,Female,Home,Curtains, $174.88 ,Autumn,Card,4.4,14,2,20-35
580,42,Female,Beauty,Perfume, $48.19 ,Winter,Card,2.7,12,6,36-50
581,37,Male,Electronics,Laptop, $714.78 ,Winter,Card,4,12,6,36-50
582,54,Female,Sports,Dumbbells, $30.19 ,Autumn,Cash on Delivery,4.2,13,4,51-70
583,68,Female,Beauty,Makeup Set, $120.37 ,Winter,Card,2.9,24,7,51-70
584,38,Female,Womens Clothing,Dress, $185.35 ,Winter,Card,4.9,12,6,36-50
585,25,Male,Electronics,Smart Watch," $1,495.63 ",Summer,Card,3.8,14,2,20-35
586,42,Male,Electronics,Mobile Phone," $1,552.24 ",Autumn,Card,3.8,17,6,36-50
587,26,Male,Sports,Football, $175.47 ,Autumn,Card,3,13,4,20-35
588,45,Male,Sports,Football, $136.12 ,Spring,Card,4.5,23,9,36-50
589,22,Female,Footwear,Sneakers, $174.50 ,Autumn,Card,3.7,14,2,20-35
590,40,Male,Home,Lamp, $136.29 ,Winter,Card,2.9,13,4,36-50
591,44,Female,Footwear,Sandals, $62.11 ,Summer,Card,2.9,19,7,36-50
592,31,Male,Sports,Football, $209.64 ,Autumn,Card,4.6,11,3,20-35
593,23,Male,Footwear,Sandals, $188.15 ,Winter,Card,3.5,4,2,20-35
594,27,Female,Accessories,Handbag, $31.87 ,Winter,Cash on Delivery,5,22,6,20-35
595,24,Male,Mens Clothing,Jeans, $128.64 ,Autumn,Card,4.4,22,6,20-35
596,57,Female,Footwear,Sneakers, $107.31 ,Winter,Card,3.6,16,8,51-70
597,37,Female,Sports,Football, $160.72 ,Spring,Card,3.8,8,4,36-50
598,44,Male,Mens Clothing,Jacket, $74.66 ,Autumn,Cash on Delivery,3,13,4,36-50
599,69,Male,Footwear,Sneakers, $210.50 ,Winter,Card,3.8,13,4,51-70
600,24,Male,Mens Clothing,Shirt, $35.35 ,Winter,Card,3.6,21,8,20-35
601,48,Male,Sports,Dumbbells, $63.80 ,Winter,Cash on Delivery,4.2,15,5,36-50
602,50,Male,Footwear,Sandals, $66.64 ,Summer,Card,5,15,5,36-50
603,33,Female,Sports,Dumbbells, $26.47 ,Spring,Cash on Delivery,2.7,4,2,20-35
604,67,Male,Footwear,Formal Shoes, $233.68 ,Autumn,Card,3.3,13,4,51-70
605,48,Female,Sports,Dumbbells, $184.20 ,Spring,Card,4.3,19,7,36-50
606,43,Female,Footwear,Formal Shoes, $209.23 ,Winter,Card,3,13,4,36-50
607,55,Male,Sports,Football, $225.10 ,Winter,Card,4.8,12,6,51-70
608,26,Male,Mens Clothing,Jacket, $172.87 ,Summer,Card,3.3,17,6,20-35
